movie_id,clean_title,mood,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
68721,Iron Man 3,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12155,Alice in Wonderland,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36668,X-Men: The Last Stand,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
62211,Monsters University,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8373,Transformers: Revenge of the Fallen,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91314,Transformers: Age of Extinction,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68728,Oz: The Great and Powerful,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
102382,The Amazing Spider-Man 2,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20526,TRON: Legacy,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49013,Cars 2,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44912,Green Lantern,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10193,Toy Story 3,Happy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,Terminator Salvation,Scared,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
168259,Furious 7,Excited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190,World War Z,Sad,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
127585,X-Men: Days of Future Past,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
54138,Star Trek Into Darkness,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81005,Jack the Giant Slayer,Happy,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64682,The Great Gatsby,Happy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9543,Prince of Persia: The Sands of Time,Happy,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
68726,Pacific Rim,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38356,Transformers: Dark of the Moon,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,Indiana Jones and the Kingdom of the Crystal Skull,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105864,The Good Dinosaur,Happy,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62177,Brave,Happy,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188927,Star Trek Beyond,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10681,WALL·E,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5174,Rush Hour 3,Happy,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14161,2012,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17979,A Christmas Carol,Happy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76757,Jupiter Ascending,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
258489,The Legend of Tarzan,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
155,The Dark Knight,Sad,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14160,Up,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15512,Monsters vs Aliens,Happy,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1726,Iron Man,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44826,Hugo,Happy,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8487,Wild Wild West,Happy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1735,The Mummy: Tomb of the Dragon Emperor,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297761,Suicide Squad,Excited,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2698,Evan Almighty,Happy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
137113,Edge of Tomorrow,Excited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9804,Waterworld,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14869,G.I. Joe: The Rise of Cobra,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
150540,Inside Out,Happy,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
278927,The Jungle Book,Happy,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
10138,Iron Man 2,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58595,Snow White and the Huntsman,Sad,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102651,Maleficent,Happy,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
119450,Dawn of the Planet of the Apes,Sad,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
79698,The Lovers,Happy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
64686,47 Ronin,Sad,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100402,Captain America: The Winter Soldier,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10192,Shrek Forever After,Happy,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
158852,Tomorrowland,Happy,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
177572,Big Hero 6,Happy,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82690,Wreck-It Ralph,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5255,The Polar Express,Happy,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47933,Independence Day: Resurgence,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10191,How to Train Your Dragon,Happy,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
296,Terminator 3: Rise of the Machines,Scared,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
118340,Guardians of the Galaxy,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157336,Interstellar,Sad,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27205,Inception,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
315011,Shin Godzilla,Sad,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
49051,The Hobbit: An Unexpected Journey,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9799,The Fast and the Furious,Scared,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4922,The Curious Case of Benjamin Button,Happy,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
49538,X-Men: First Class,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131634,The Hunger Games: Mockingjay - Part 2,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27022,The Sorcerer's Apprentice,Happy,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
503,Poseidon,Sad,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
241259,Alice Through the Looking Glass,Nostalgic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
810,Shrek the Third,Happy,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68735,Warcraft,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87101,Terminator Genisys,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
676,Pearl Harbor,Happy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1858,Transformers,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1966,Alexander,Happy,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
675,Harry Potter and the Order of the Phoenix,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
674,Harry Potter and the Goblet of Fire,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8960,Hancock,Excited,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6479,I Am Legend,Sad,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
118,Charlie and the Chocolate Factory,Happy,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2062,Ratatouille,Happy,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
272,Batman Begins,Sad,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10527,Madagascar: Escape 2 Africa,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18360,Night at the Museum: Battle of the Smithsonian,Happy,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2080,X-Men Origins: Wolverine,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
605,The Matrix Revolutions,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
109445,Frozen,Happy,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,The Matrix Reloaded,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
76338,Thor: The Dark World,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76341,Mad Max: Fury Road,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13448,Angels & Demons,Scared,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10195,Thor,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13053,Bolt,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19585,G-Force,Happy,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
57165,Wrath of the Titans,Excited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62213,Dark Shadows,Happy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177677,Mission: Impossible - Rogue Nation,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7978,The Wolfman,Sad,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5559,Bee Movie,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49444,Kung Fu Panda 2,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10196,The Last Airbender,Happy,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
956,Mission: Impossible III,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117251,White House Down,Sad,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50321,Mars Needs Moms,Happy,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11619,Flushed Away,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266647,Pan,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
82703,Mr. Peabody & Sherman,Happy,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
652,Troy,Sad,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
80321,Madagascar 3: Europe's Most Wanted,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36669,Die Another Day,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43074,Ghostbusters,Happy,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,Armageddon,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
608,Men in Black II,Happy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2310,Beowulf,Happy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140300,Kung Fu Panda 3,Happy,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56292,Mission: Impossible - Ghost Protocol,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81188,Rise of the Guardians,Happy,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7552,Fun with Dick and Jane,Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,The Last Samurai,Sad,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
147441,Exodus: Gods and Kings,Sad,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13475,Star Trek,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
557,Spider-Man,Excited,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82702,How to Train Your Dragon 2,Happy,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
205584,Gods of Egypt,Nostalgic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10048,Stealth,Excited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13183,Watchmen,Excited,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
944,Lethal Weapon 4,Happy,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1927,Hulk,Sad,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
72559,G.I. Joe: Retaliation,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7364,Sahara,Happy,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2114,Final Fantasy: The Spirits Within,Happy,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1771,Captain America: The First Avenger,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36643,The World Is Not Enough,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8619,Master and Commander: The Far Side of the World,Excited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50620,The Twilight Saga: Breaking Dawn - Part 2,Happy,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
65759,Happy Feet Two,Happy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1724,The Incredible Hulk,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267935,The BFG,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
281957,The Revenant,Sad,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
77950,Turbo,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44896,Rango,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
270946,Penguins of Madagascar,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2503,The Bourne Ultimatum,Sad,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
9502,Kung Fu Panda,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102899,Ant-Man,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101299,The Hunger Games: Catching Fire,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228161,Home,Happy,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
74,War of the Worlds,Scared,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8961,Bad Boys II,Happy,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
417859,Puss in Boots,Happy,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27576,Salt,Scared,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
86834,Noah,Sad,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17578,The Adventures of Tintin,Happy,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
673,Harry Potter and the Prisoner of Azkaban,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6972,Australia,Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82700,After Earth,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10567,Dinosaur,Happy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181533,Night at the Museum: Secret of the Tomb,Happy,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38055,Megamind,Happy,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
671,Harry Potter and the Philosopher's Stone,Happy,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49524,R.I.P.D.,Happy,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,Pirates of the Caribbean: The Curse of the Black Pearl,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131631,The Hunger Games: Mockingjay - Part 1,Scared,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
591,The Da Vinci Code,Scared,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
172385,Rio 2,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36658,X2,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51497,Fast Five,Scared,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58574,Sherlock Holmes: A Game of Shadows,Excited,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18823,Clash of the Titans,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861,Total Recall,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,The 13th Warrior,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49040,The Bourne Legacy,Scared,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,Batman & Robin,Excited,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8871,How the Grinch Stole Christmas,Happy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
435,The Day After Tomorrow,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
955,Mission: Impossible II,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2133,The Perfect Storm,Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Fantastic 4: Rise of the Silver Surfer,Scared,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
87827,Life of Pi,Sad,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,Ghost Rider,Scared,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
324668,Jason Bourne,Scared,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9471,Charlie's Angels: Full Throttle,Happy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70981,Prometheus,Excited,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10996,Stuart Little 2,Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68724,Elysium,Sad,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2789,The Chronicles of Riddick,Excited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97020,RoboCop,Excited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7459,Speed Racer,Happy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42888,How Do You Know,Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37834,Knight and Day,Happy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75612,Oblivion,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1895,Star Wars: Episode III - Revenge of the Sith,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1894,Star Wars: Episode II - Attack of the Clones,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
585,"Monsters, Inc.",Happy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76170,The Wolverine,Excited,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1893,Star Wars: Episode I - The Phantom Menace,Excited,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49519,The Croods,Happy,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2395,Asterix at the Olympic Games,Happy,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12100,Windtalkers,Sad,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
290595,The Huntsman: Winter's War,Sad,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98566,Teenage Mutant Ninja Turtles,Happy,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49047,Gravity,Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
9619,Dante's Peak,Scared,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Happy,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
